"","state","FIPS","year","gun_deaths","cdc_population","gun_death_rate","household_firearm_ownership","universal_background_check","permit_required","firearm_laws"
"602","North Dakota",38,2006,45,649422,6.9,0.484,0,0,0
"603","North Dakota",38,2007,55,652822,8.4,0.538,0,0,0
"604","North Dakota",38,2008,56,657569,8.5,0.586,0,0,0
"605","North Dakota",38,2009,55,664968,8.3,0.537,0,0,0
"606","North Dakota",38,2010,64,672591,9.5,0.543,0,0,0
"607","North Dakota",38,2011,59,683932,8.6,0.541,0,0,0
"608","North Dakota",38,2012,71,699628,10.1,0.561,0,0,0
"609","North Dakota",38,2013,84,723393,11.6,0.567,0,0,0
"610","North Dakota",38,2014,94,739482,12.7,0.57,0,0,0
"611","North Dakota",38,2015,90,756927,11.9,0.504,0,0,0
"612","North Dakota",38,2016,87,757952,11.5,0.533,0,0,0
"613","Ohio",39,1999,893,11335454,7.9,0.365,0,0,0
"614","Ohio",39,2000,848,11353140,7.5,0.351,0,0,0
"615","Ohio",39,2001,995,11387404,8.7,0.324,0,0,0
"616","Ohio",39,2002,1040,11407889,9.1,0.321,0,0,0
"617","Ohio",39,2003,899,11434788,7.9,0.335,0,0,0
"618","Ohio",39,2004,1007,11452251,8.8,0.328,0,0,0
"619","Ohio",39,2005,1081,11463320,9.4,0.348,0,0,0
"620","Ohio",39,2006,1082,11481213,9.4,0.353,0,0,0
"621","Ohio",39,2007,1081,11500468,9.4,0.324,0,0,0
"622","Ohio",39,2008,1095,11515391,9.5,0.365,0,0,0
"623","Ohio",39,2009,962,11528896,8.3,0.368,0,0,0
"624","Ohio",39,2010,1130,11536504,9.8,0.357,0,0,0
"625","Ohio",39,2011,1189,11544951,10.3,0.334,0,0,0
"626","Ohio",39,2012,1239,11544225,10.7,0.362,0,0,0
"627","Ohio",39,2013,1255,11570808,10.8,0.359,0,0,0
"628","Ohio",39,2014,1176,11594163,10.1,0.366,0,0,0
"629","Ohio",39,2015,1364,11613423,11.7,0.388,0,0,0
"630","Ohio",39,2016,1497,11614373,12.9,0.419,0,0,0
"631","Oklahoma",40,1999,472,3437147,13.7,0.498,0,0,0
"632","Oklahoma",40,2000,423,3450654,12.3,0.558,0,0,0
"633","Oklahoma",40,2001,461,3467100,13.3,0.48,0,0,0
"634","Oklahoma",40,2002,433,3489080,12.4,0.483,0,0,0
"635","Oklahoma",40,2003,425,3504892,12.1,0.467,0,0,0
"636","Oklahoma",40,2004,438,3525233,12.4,0.495,0,0,0
"637","Oklahoma",40,2005,442,3548597,12.5,0.441,0,0,0
"638","Oklahoma",40,2006,468,3594090,13,0.468,0,0,0
"639","Oklahoma",40,2007,469,3634349,12.9,0.497,0,0,0
"640","Oklahoma",40,2008,496,3668976,13.5,0.508,0,0,0
"641","Oklahoma",40,2009,515,3717572,13.9,0.508,0,0,0
"642","Oklahoma",40,2010,511,3751351,13.6,0.488,0,0,0
"643","Oklahoma",40,2011,608,3791508,16,0.533,0,0,0
"644","Oklahoma",40,2012,604,3814820,15.8,0.563,0,0,0
"645","Oklahoma",40,2013,616,3850568,16,0.537,0,0,0
"646","Oklahoma",40,2014,596,3878051,15.4,0.493,0,0,0
"647","Oklahoma",40,2015,696,3911338,17.8,0.487,0,0,0
"648","Oklahoma",40,2016,757,3923561,19.3,0.549,0,0,0
"649","Oregon",41,1999,371,3393941,10.9,0.515,0,0,0
"650","Oregon",41,2000,366,3421399,10.7,0.516,0,0,0
"651","Oregon",41,2001,328,3467937,9.5,0.415,0,0,0
"652","Oregon",41,2002,358,3513424,10.2,0.422,0,0,0
"653","Oregon",41,2003,385,3547376,10.9,0.427,0,0,0
"654","Oregon",41,2004,366,3569463,10.3,0.407,0,0,0
"655","Oregon",41,2005,379,3613202,10.5,0.484,0,0,0
"656","Oregon",41,2006,371,3670883,10.1,0.451,0,0,0
"657","Oregon",41,2007,374,3722417,10,0.46,0,0,0
"658","Oregon",41,2008,373,3768748,9.9,0.436,0,0,0
"659","Oregon",41,2009,405,3808600,10.6,0.456,0,0,0
"660","Oregon",41,2010,441,3831074,11.5,0.409,0,0,0
"661","Oregon",41,2011,410,3871859,10.6,0.413,0,0,0
"662","Oregon",41,2012,427,3899353,11,0.476,0,0,0
"663","Oregon",41,2013,448,3930065,11.4,0.456,0,0,0
"664","Oregon",41,2014,475,3970239,12,0.462,0,0,0
"665","Oregon",41,2015,468,4028977,11.6,0.407,1,0,0
"666","Oregon",41,2016,495,4093465,12.1,0.414,1,0,0
"667","Pennsylvania",42,1999,1147,12263805,9.4,0.389,1,0,0
"668","Pennsylvania",42,2000,1202,12281054,9.8,0.391,1,0,0
"669","Pennsylvania",42,2001,1141,12298970,9.3,0.363,1,0,0
"670","Pennsylvania",42,2002,1186,12331031,9.6,0.381,1,0,0
"671","Pennsylvania",42,2003,1202,12374658,9.7,0.397,1,0,0
"672","Pennsylvania",42,2004,1236,12410722,10,0.356,1,0,0
"673","Pennsylvania",42,2005,1313,12449990,10.5,0.414,1,0,0
"674","Pennsylvania",42,2006,1330,12510809,10.6,0.382,1,0,0
"675","Pennsylvania",42,2007,1286,12563937,10.2,0.346,1,0,0
"676","Pennsylvania",42,2008,1300,12612285,10.3,0.384,1,0,0
"677","Pennsylvania",42,2009,1311,12666858,10.3,0.371,1,0,0
"678","Pennsylvania",42,2010,1268,12702379,10,0.355,1,0,0
"679","Pennsylvania",42,2011,1406,12742886,11,0.362,1,0,0
"680","Pennsylvania",42,2012,1370,12763536,10.7,0.38,1,0,0
"681","Pennsylvania",42,2013,1412,12773801,11.1,0.368,1,0,0
"682","Pennsylvania",42,2014,1365,12787209,10.7,0.361,1,0,0
"683","Pennsylvania",42,2015,1459,12802503,11.4,0.368,1,0,0
"684","Pennsylvania",42,2016,1524,12784227,11.9,0.402,1,0,0
"685","Rhode Island",44,1999,56,1040402,5.4,0.166,1,1,1
"686","Rhode Island",44,2000,54,1048319,5.2,0.153,1,1,1
"687","Rhode Island",44,2001,45,1057142,4.3,0.134,1,1,1
"688","Rhode Island",44,2002,55,1065995,5.2,0.136,1,1,1
"689","Rhode Island",44,2003,35,1071342,3.3,0.074,1,1,1
"690","Rhode Island",44,2004,40,1074579,3.7,0.116,1,1,1
"691","Rhode Island",44,2005,38,1067916,3.6,0.124,1,1,1
"692","Rhode Island",44,2006,46,1063096,4.3,0.129,1,1,1
"693","Rhode Island",44,2007,37,1057315,3.5,0.072,1,1,1
"694","Rhode Island",44,2008,42,1055003,4,0.092,1,1,1
"695","Rhode Island",44,2009,55,1053646,5.2,0.145,1,1,1
"696","Rhode Island",44,2010,49,1052567,4.7,0.091,1,1,1
"697","Rhode Island",44,2011,33,1051302,3.1,0.1,1,1,1
"698","Rhode Island",44,2012,41,1050292,3.9,0.109,1,1,1
"699","Rhode Island",44,2013,54,1051511,5.1,0.09,1,1,1
"700","Rhode Island",44,2014,34,1055173,3.2,0.1,1,1,1
"701","Rhode Island",44,2015,50,1056298,4.7,0.151,1,1,1
"702","Rhode Island",44,2016,48,1056426,4.5,0.139,1,1,1
"703","South Carolina",45,1999,516,3974682,13,0.468,0,0,0
"704","South Carolina",45,2000,473,4012012,11.8,0.492,0,0,0
"705","South Carolina",45,2001,543,4064995,13.4,0.442,0,0,0
"706","South Carolina",45,2002,535,4107795,13,0.466,0,0,0
"707","South Carolina",45,2003,566,4150297,13.6,0.456,0,0,0
"708","South Carolina",45,2004,551,4210921,13.1,0.436,0,0,0
"709","South Carolina",45,2005,551,4270150,12.9,0.394,0,0,0
"710","South Carolina",45,2006,594,4357847,13.6,0.403,0,0,0
"711","South Carolina",45,2007,573,4444110,12.9,0.415,0,0,0
"712","South Carolina",45,2008,597,4528996,13.2,0.42,0,0,0
"713","South Carolina",45,2009,615,4589872,13.4,0.409,0,0,0
"714","South Carolina",45,2010,622,4625364,13.4,0.418,0,0,0
"715","South Carolina",45,2011,681,4679230,14.6,0.466,0,0,0
"716","South Carolina",45,2012,711,4723723,15.1,0.459,0,0,0
"717","South Carolina",45,2013,720,4774839,15.1,0.445,0,0,0
"718","South Carolina",45,2014,748,4832482,15.5,0.42,0,0,0
"719","South Carolina",45,2015,832,4896146,17,0.393,0,0,0
"720","South Carolina",45,2016,865,4961119,17.4,0.45,0,0,0
"721","South Dakota",46,1999,68,750412,9.1,0.494,0,0,0
"722","South Dakota",46,2000,52,754844,6.9,0.547,0,0,0
"723","South Dakota",46,2001,51,757972,6.7,0.518,0,0,0
"724","South Dakota",46,2002,56,760020,7.4,0.564,0,0,0
"725","South Dakota",46,2003,64,763729,8.4,0.537,0,0,0
"726","South Dakota",46,2004,70,770396,9.1,0.567,0,0,0
"727","South Dakota",46,2005,78,775493,10.1,0.504,0,0,0
"728","South Dakota",46,2006,75,783033,9.6,0.514,0,0,0
"729","South Dakota",46,2007,49,791623,6.2,0.511,0,0,0
"730","South Dakota",46,2008,79,799124,9.9,0.51,0,0,0
"731","South Dakota",46,2009,71,807067,8.8,0.519,0,0,0
"732","South Dakota",46,2010,69,814180,8.5,0.523,0,0,0
"733","South Dakota",46,2011,66,824082,8,0.479,0,0,0
"734","South Dakota",46,2012,82,833354,9.8,0.568,0,0,0
"735","South Dakota",46,2013,75,844877,8.9,0.523,0,0,0
"736","South Dakota",46,2014,84,853175,9.8,0.5,0,0,0
"737","South Dakota",46,2015,89,858469,10.4,0.492,0,0,0
"738","South Dakota",46,2016,98,865454,11.3,0.55,0,0,0
"739","Tennessee",47,1999,796,5638706,14.1,0.503,0,0,0
"740","Tennessee",47,2000,849,5689283,14.9,0.489,0,0,0
"741","Tennessee",47,2001,793,5750789,13.8,0.444,0,0,0
"742","Tennessee",47,2002,856,5795918,14.8,0.468,0,0,0
"743","Tennessee",47,2003,797,5847812,13.6,0.436,0,0,0
"744","Tennessee",47,2004,829,5910809,14,0.472,0,0,0
"745","Tennessee",47,2005,937,5991057,15.6,0.467,0,0,0
"746","Tennessee",47,2006,908,6088766,14.9,0.447,0,0,0
"747","Tennessee",47,2007,900,6175727,14.6,0.461,0,0,0
"748","Tennessee",47,2008,964,6247411,15.4,0.495,0,0,0
"749","Tennessee",47,2009,936,6306019,14.8,0.421,0,0,0
"750","Tennessee",47,2010,894,6346105,14.1,0.438,0,0,0
"751","Tennessee",47,2011,914,6403353,14.3,0.491,0,0,0
"752","Tennessee",47,2012,967,6456243,15,0.478,0,0,0
"753","Tennessee",47,2013,1004,6495978,15.5,0.469,0,0,0
"754","Tennessee",47,2014,1003,6549352,15.3,0.427,0,0,0
"755","Tennessee",47,2015,1036,6600299,15.7,0.416,0,0,0
"756","Tennessee",47,2016,1121,6651194,16.9,0.469,0,0,0
"757","Texas",48,1999,2041,20558220,9.9,0.421,0,0,0
"758","Texas",48,2000,2085,20851820,10,0.417,0,0,0
"759","Texas",48,2001,2263,21319622,10.6,0.377,0,0,0
"760","Texas",48,2002,2220,21690325,10.2,0.379,0,0,0
"761","Texas",48,2003,2338,22030931,10.6,0.362,0,0,0
"762","Texas",48,2004,2260,22394023,10.1,0.368,0,0,0
"763","Texas",48,2005,2403,22778123,10.5,0.376,0,0,0
"764","Texas",48,2006,2357,23359580,10.1,0.363,0,0,0
"765","Texas",48,2007,2459,23831983,10.3,0.392,0,0,0
"766","Texas",48,2008,2528,24309039,10.4,0.367,0,0,0
"767","Texas",48,2009,2610,24801761,10.5,0.357,0,0,0
"768","Texas",48,2010,2639,25145561,10.5,0.346,0,0,0
"769","Texas",48,2011,2517,25674681,9.8,0.378,0,0,0
"770","Texas",48,2012,2670,26059203,10.2,0.426,0,0,0
"771","Texas",48,2013,2712,26448193,10.3,0.364,0,0,0
"772","Texas",48,2014,2784,26956958,10.3,0.385,0,0,0
"773","Texas",48,2015,3136,27469114,11.4,0.336,0,0,0
"774","Texas",48,2016,3271,27862596,11.7,0.355,0,0,0
"775","Utah",49,1999,185,2203482,8.4,0.428,0,0,0
"776","Utah",49,2000,191,2233169,8.6,0.505,0,0,0
"777","Utah",49,2001,222,2283715,9.7,0.455,0,0,0
"778","Utah",49,2002,201,2324815,8.6,0.467,0,0,0
"779","Utah",49,2003,222,2360137,9.4,0.401,0,0,0
"780","Utah",49,2004,216,2401580,9,0.442,0,0,0
"781","Utah",49,2005,225,2457719,9.2,0.377,0,0,0
"782","Utah",49,2006,220,2525507,8.7,0.378,0,0,0
"783","Utah",49,2007,238,2597746,9.2,0.426,0,0,0
"784","Utah",49,2008,226,2663029,8.5,0.355,0,0,0
"785","Utah",49,2009,251,2723421,9.2,0.396,0,0,0
"786","Utah",49,2010,304,2763885,11,0.416,0,0,0
"787","Utah",49,2011,297,2817222,10.5,0.392,0,0,0
"788","Utah",49,2012,316,2855287,11.1,0.423,0,0,0
"789","Utah",49,2013,332,2900872,11.4,0.425,0,0,0
"790","Utah",49,2014,316,2942902,10.7,0.349,0,0,0
"791","Utah",49,2015,355,2995919,11.8,0.35,0,0,0
"792","Utah",49,2016,360,3051217,11.8,0.397,0,0,0
"793","Vermont",50,1999,55,604683,9.1,0.551,0,0,0
"794","Vermont",50,2000,51,608827,8.4,0.47,0,0,0
"795","Vermont",50,2001,49,612223,8,0.43,0,0,0
"796","Vermont",50,2002,58,615442,9.4,0.441,0,0,0
"797","Vermont",50,2003,45,617858,7.3,0.427,0,0,0
"798","Vermont",50,2004,58,619920,9.4,0.442,0,0,0
"799","Vermont",50,2005,43,621215,6.9,0.403,0,0,0
"800","Vermont",50,2006,53,622892,8.5,0.441,0,0,0
"801","Vermont",50,2007,52,623481,8.3,0.43,0,0,0
"802","Vermont",50,2008,52,624151,8.3,0.4,0,0,0
"803","Vermont",50,2009,60,624817,9.6,0.498,0,0,0
"804","Vermont",50,2010,69,625741,11,0.484,0,0,0
"805","Vermont",50,2011,77,626431,12.3,0.472,0,0,0
"806","Vermont",50,2012,54,626011,8.6,0.482,0,0,0
"807","Vermont",50,2013,64,626630,10.2,0.483,0,0,0
"808","Vermont",50,2014,68,626562,10.9,0.437,0,0,0
"809","Vermont",50,2015,70,626042,11.2,0.43,0,0,0
"810","Vermont",50,2016,75,624594,12,0.503,0,0,0
"811","Virginia",51,1999,790,7000174,11.3,0.431,0,0,0
"812","Virginia",51,2000,774,7078515,10.9,0.418,0,0,0
"813","Virginia",51,2001,748,7198362,10.4,0.362,0,0,0
"814","Virginia",51,2002,782,7286873,10.7,0.386,0,0,0
"815","Virginia",51,2003,793,7366977,10.8,0.358,0,0,0
"816","Virginia",51,2004,794,7475575,10.6,0.384,0,0,0
"817","Virginia",51,2005,874,7577105,11.5,0.408,0,0,0
"818","Virginia",51,2006,789,7673725,10.3,0.373,0,0,0
"819","Virginia",51,2007,802,7751000,10.3,0.367,0,0,0
"820","Virginia",51,2008,795,7833496,10.1,0.372,0,0,0
"821","Virginia",51,2009,807,7925937,10.2,0.359,0,0,0
"822","Virginia",51,2010,851,8001024,10.6,0.363,0,0,0
"823","Virginia",51,2011,842,8096604,10.4,0.413,0,0,0
"824","Virginia",51,2012,817,8185867,10,0.397,0,0,0
"825","Virginia",51,2013,845,8260405,10.2,0.37,0,0,0
"826","Virginia",51,2014,865,8326289,10.4,0.362,0,0,0
"827","Virginia",51,2015,920,8382993,11,0.345,0,0,0
"828","Virginia",51,2016,1029,8411808,12.2,0.353,0,0,0
"829","Washington",53,1999,565,5842564,9.7,0.396,0,0,0
"830","Washington",53,2000,511,5894121,8.7,0.402,0,0,0
"831","Washington",53,2001,500,5985722,8.4,0.341,0,0,0
"832","Washington",53,2002,551,6052349,9.1,0.362,0,0,0
"833","Washington",53,2003,553,6104115,9.1,0.383,0,0,0
"834","Washington",53,2004,549,6178645,8.9,0.369,0,0,0
"835","Washington",53,2005,545,6257305,8.7,0.364,0,0,0
"836","Washington",53,2006,528,6370753,8.3,0.359,0,0,0
"837","Washington",53,2007,539,6461587,8.3,0.361,0,0,0
"838","Washington",53,2008,569,6562231,8.7,0.38,0,0,0
"839","Washington",53,2009,597,6667426,9,0.366,0,0,0
"840","Washington",53,2010,585,6724540,8.7,0.338,0,0,0
"841","Washington",53,2011,592,6830038,8.7,0.335,0,0,0
"842","Washington",53,2012,658,6897012,9.5,0.339,0,0,0
"843","Washington",53,2013,602,6971406,8.6,0.344,0,0,0
"844","Washington",53,2014,676,7061530,9.6,0.335,1,0,0
"845","Washington",53,2015,703,7170351,9.8,0.318,1,0,0
"846","Washington",53,2016,665,7288000,9.1,0.321,1,0,0
"847","West Virginia",54,1999,238,1811799,13.1,0.573,0,0,0
"848","West Virginia",54,2000,233,1808344,12.9,0.541,0,0,0
"849","West Virginia",54,2001,236,1801481,13.1,0.549,0,0,0
"850","West Virginia",54,2002,258,1805414,14.3,0.58,0,0,0
"851","West Virginia",54,2003,254,1812295,14,0.561,0,0,0
"852","West Virginia",54,2004,245,1816438,13.5,0.556,0,0,0
"853","West Virginia",54,2005,247,1820492,13.6,0.631,0,0,0
"854","West Virginia",54,2006,238,1827912,13,0.56,0,0,0
"855","West Virginia",54,2007,253,1834052,13.8,0.599,0,0,0
"856","West Virginia",54,2008,210,1840310,11.4,0.575,0,0,0
"857","West Virginia",54,2009,235,1847775,12.7,0.551,0,0,0
"858","West Virginia",54,2010,259,1852994,14,0.572,0,0,0
"859","West Virginia",54,2011,263,1855364,14.2,0.622,0,0,0
"860","West Virginia",54,2012,267,1855413,14.4,0.571,0,0,0
"861","West Virginia",54,2013,271,1854304,14.6,0.602,0,0,0
"862","West Virginia",54,2014,278,1850326,15,0.547,0,0,0
"863","West Virginia",54,2015,270,1844128,14.6,0.537,0,0,0
"864","West Virginia",54,2016,318,1831102,17.4,0.6,0,0,0
"865","Wisconsin",55,1999,430,5332666,8.1,0.434,0,0,0
"866","Wisconsin",55,2000,416,5363675,7.8,0.466,0,0,0
"867","Wisconsin",55,2001,455,5406835,8.4,0.431,0,0,0
"868","Wisconsin",55,2002,430,5445162,7.9,0.422,0,0,0
"869","Wisconsin",55,2003,451,5479203,8.2,0.445,0,0,0
"870","Wisconsin",55,2004,405,5514026,7.3,0.416,0,0,0
"871","Wisconsin",55,2005,463,5546166,8.3,0.41,0,0,0
"872","Wisconsin",55,2006,410,5577655,7.4,0.425,0,0,0
"873","Wisconsin",55,2007,474,5610775,8.4,0.414,0,0,0
"874","Wisconsin",55,2008,427,5640996,7.6,0.421,0,0,0
"875","Wisconsin",55,2009,452,5669264,8,0.432,0,0,0
"876","Wisconsin",55,2010,488,5686986,8.6,0.431,0,0,0
"877","Wisconsin",55,2011,438,5711767,7.7,0.414,0,0,0
"878","Wisconsin",55,2012,476,5726398,8.3,0.44,0,0,0
"879","Wisconsin",55,2013,553,5742713,9.6,0.448,0,0,0
"880","Wisconsin",55,2014,475,5757564,8.3,0.434,0,0,0
"881","Wisconsin",55,2015,600,5771337,10.4,0.434,0,0,0
"882","Wisconsin",55,2016,650,5778708,11.2,0.471,0,0,0
"883","Wyoming",56,1999,68,491780,13.8,0.58,0,0,0
"884","Wyoming",56,2000,55,493782,11.1,0.586,0,0,0
"885","Wyoming",56,2001,69,494657,13.9,0.606,0,0,0
"886","Wyoming",56,2002,91,500017,18.2,0.644,0,0,0
"887","Wyoming",56,2003,83,503453,16.5,0.596,0,0,0
"888","Wyoming",56,2004,53,509106,10.4,0.607,0,0,0
"889","Wyoming",56,2005,67,514157,13,0.592,0,0,0
"890","Wyoming",56,2006,78,522667,14.9,0.583,0,0,0
"891","Wyoming",56,2007,75,534876,14,0.621,0,0,0
"892","Wyoming",56,2008,93,546043,17,0.64,0,0,0
"893","Wyoming",56,2009,92,559851,16.4,0.615,0,0,0
"894","Wyoming",56,2010,88,563626,15.6,0.572,0,0,0
"895","Wyoming",56,2011,96,568158,16.9,0.539,0,0,0
"896","Wyoming",56,2012,110,576412,19.1,0.597,0,0,0
"897","Wyoming",56,2013,100,582658,17.2,0.613,0,0,0
"898","Wyoming",56,2014,88,584153,15.1,0.608,0,0,0
"899","Wyoming",56,2015,108,586107,18.4,0.549,0,0,0
"900","Wyoming",56,2016,99,585501,16.9,0.607,0,0,0
